COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
NOR,,ALL,1991,435.59
NOR,,ALL,1992,448.84
NOR,,ALL,1993,450.32
NOR,,ALL,1994,452.94
NOR,,ALL,1995,459.37
NOR,,ALL,1996,467.81
NOR,,ALL,1997,481.37
NOR,,ALL,1998,478.04
NOR,,ALL,1999,475.13
NOR,,ALL,2000,501.17
NOR,,ALL,2001,497.77
NOR,,ALL,2002,500.07
NOR,,ALL,2003,510.57
NOR,,ALL,2004,532.11
NOR,,ALL,2005,524.04
NOR,,ALL,2006,525.42
NOR,,ALL,2007,550.91
NOR,,ALL,2008,547.82
NOR,,ALL,2009,569.92
NOR,,ALL,2010,578.23
NOR,,ALL,2011,603.81
NOR,,ALL,2012,599.75
NOR,,ALL,2013,598.43
NOR,,ALL,2014,614.82
NOR,,ALL,2015,625.45
NOR,,ALL,2016,622.67
NOR,,ALL,2017,636.05
NOR,,ALL,2018,643.65
NOR,,ALL,2019,654.07
POL,,ALL,1980,182.58
POL,,ALL,1981,177.43
POL,,ALL,1982,183.34
POL,,ALL,1983,190.69
POL,,ALL,1984,197.03
POL,,ALL,1985,206.81
POL,,ALL,1986,212.1
POL,,ALL,1987,213.49
POL,,ALL,1988,217.88
POL,,ALL,1989,219.25
POL,,ALL,1990,218.97
POL,,ALL,1991,242
POL,,ALL,1992,247.26
POL,,ALL,1993,269.01
POL,,ALL,1994,268.12
POL,,ALL,1995,272.59
POL,,ALL,1996,279.7
POL,,ALL,1999,289.18
POL,,ALL,2000,300.27
POL,,ALL,2001,299.88
POL,,ALL,2002,301.35
POL,,ALL,2003,317.17
POL,,ALL,2004,317.7
POL,,ALL,2005,329.32
POL,,ALL,2006,330.48
POL,,ALL,2007,338.15
POL,,ALL,2008,343.88
POL,,ALL,2009,361.78
POL,,ALL,2010,369.49
POL,,ALL,2011,379.32
POL,,ALL,2012,401.63
POL,,ALL,2013,411.47
POL,,ALL,2014,412.24
POL,,ALL,2015,424.61
POL,,ALL,2016,427.15
POL,,ALL,2017,429.11
POL,,ALL,2018,435.91
PRT,,ALL,1991,251.95
PRT,,ALL,1992,255.71
PRT,,ALL,1993,277.71
PRT,,ALL,2000,357.97
PRT,,ALL,2001,318.95
PRT,,ALL,2005,366.73
PRT,,ALL,2006,374.03
PRT,,ALL,2007,401.92
PRT,,ALL,2008,412.04
PRT,,ALL,2009,422.07
PRT,,ALL,2010,441.91
PRT,,ALL,2018,487.67
ROU,,ALL,1982,135.08
ROU,,ALL,1983,152.78
ROU,,ALL,1984,149.52
ROU,,ALL,1985,154.34
ROU,,ALL,1986,149.18
ROU,,ALL,1987,151.16
ROU,,ALL,1988,156.85
ROU,,ALL,1989,133.71
ROU,,ALL,1990,119.44
ROU,,ALL,1991,122.04
ROU,,ALL,1992,157.61
ROU,,ALL,1993,122.89
ROU,,ALL,1994,178.07
ROU,,ALL,1995,175.03
ROU,,ALL,1996,188.22
ROU,,ALL,1997,181.31
ROU,,ALL,1998,190.67
ROU,,ALL,1999,209.8
ROU,,ALL,2000,197.29
ROU,,ALL,2001,258.22
ROU,,ALL,2002,243.89
ROU,,ALL,2003,240.04
ROU,,ALL,2004,249.38
ROU,,ALL,2005,240.66
ROU,,ALL,2006,258.94
ROU,,ALL,2007,243.83
ROU,,ALL,2008,281.6
ROU,,ALL,2009,282.69
ROU,,ALL,2010,275.46
ROU,,ALL,2011,267.47
ROU,,ALL,2012,275.06
ROU,,ALL,2013,272.76
ROU,,ALL,2014,334.8
ROU,,ALL,2015,316.24
ROU,,ALL,2016,313.38
ROU,,ALL,2017,268.74
ROU,,ALL,2018,278.18
ROU,,ALL,2019,269.05
RUS,,ALL,1985,248.06
RUS,,ALL,1986,255.9
RUS,,ALL,1987,260.53
RUS,,ALL,1988,264.62
RUS,,ALL,1989,263.32
RUS,,ALL,1990,264.52
RUS,,ALL,1991,266
RUS,,ALL,1992,271.84
RUS,,ALL,1993,278.72
RUS,,ALL,1994,280.67
RUS,,ALL,1995,280.79
RUS,,ALL,1996,288.01
RUS,,ALL,1997,294.68
RUS,,ALL,1998,302.39
RUS,,ALL,1999,304.09
RUS,,ALL,2000,309.91
RUS,,ALL,2001,313.9
RUS,,ALL,2002,317.18
RUS,,ALL,2003,317.44
RUS,,ALL,2004,325.42
RUS,,ALL,2005,327.85
RUS,,ALL,2006,333.67
RUS,,ALL,2007,341.55
RUS,,ALL,2008,345.69
RUS,,ALL,2009,355.84
RUS,,ALL,2010,361.9
RUS,,ALL,2011,364.02
RUS,,ALL,2012,367.35
RUS,,ALL,2013,375.18
RUS,,ALL,2014,395.3
RUS,,ALL,2015,410.84
RUS,,ALL,2016,417.84
RUS,,ALL,2017,420.3
RUS,,ALL,2018,425.46
RUS,,ALL,2019,436.34
RUS,,ALL,2020,379.65
SEEHN,,ALL,1982,179.49
SEEHN,,ALL,1984,186.03
SEEHN,,ALL,1985,187.06
SEEHN,,ALL,1986,187.91
SEEHN,,ALL,1987,188.15
SEEHN,,ALL,1988,189.61
SEEHN,,ALL,1989,182.6
SEEHN,,ALL,1990,180.39
SEEHN,,ALL,1991,181.78
SEEHN,,ALL,1992,200.01
SEEHN,,ALL,1993,190.37
SEEHN,,ALL,1994,217.34
SEEHN,,ALL,1995,218.82
SEEHN,,ALL,1996,227.46
SEEHN,,ALL,1997,226.75
SEEHN,,ALL,1998,237.8
SEEHN,,ALL,1999,244.95
SEEHN,,ALL,2000,243.03
SEEHN,,ALL,2001,275.58
SEEHN,,ALL,2002,273.24
SEEHN,,ALL,2003,274.71
SEEHN,,ALL,2004,281
SEEHN,,ALL,2005,278.85
SEEHN,,ALL,2006,291.54
SEEHN,,ALL,2007,306.23
SEEHN,,ALL,2008,322.5
SEEHN,,ALL,2009,327.75
SEEHN,,ALL,2010,325.31
SEEHN,,ALL,2011,324.95
SEEHN,,ALL,2012,326.22
SEEHN,,ALL,2013,327.69
SEEHN,,ALL,2014,352.77
SEEHN,,ALL,2015,352.9
SEEHN,,ALL,2016,349.93
SEEHN,,ALL,2017,333.94
SEEHN,,ALL,2018,335.71
SMALL,,ALL,1998,423.85
SMALL,,ALL,1999,422.54
SMALL,,ALL,2000,422.58
SMALL,,ALL,2001,431.91
SMALL,,ALL,2002,437.13
SMALL,,ALL,2003,438.28
SMALL,,ALL,2004,443.05
SMALL,,ALL,2005,443.28
SMALL,,ALL,2006,444.3
SMALL,,ALL,2007,452.46
SMALL,,ALL,2008,435.05
SMALL,,ALL,2009,421.35
SMALL,,ALL,2010,426.7
SMALL,,ALL,2011,435.14
SMALL,,ALL,2012,418.82
SMALL,,ALL,2013,415.92
SMALL,,ALL,2014,431.28
SMALL,,ALL,2015,433.46
SMALL,,ALL,2016,443.74
SMALL,,ALL,2017,436.06
SMR,,ALL,2011,768.01
SMR,,ALL,2012,929.59
SMR,,ALL,2013,888.81
SMR,,ALL,2014,974.87
SMR,,ALL,2015,615.27
SRB,,ALL,2000,294.33
SRB,,ALL,2001,311.31
SRB,,ALL,2002,318.64
SRB,,ALL,2003,320.08
SRB,,ALL,2004,331.7
SRB,,ALL,2005,327.51
SRB,,ALL,2006,331.82
SRB,,ALL,2007,456.93
SRB,,ALL,2008,452.07
SRB,,ALL,2009,477.73
SRB,,ALL,2010,515.03
SRB,,ALL,2011,520.65
SRB,,ALL,2012,505.56
SRB,,ALL,2013,492.59
SRB,,ALL,2014,495.23
SRB,,ALL,2015,522.02
SRB,,ALL,2016,564.25
SRB,,ALL,2017,587.08
SRB,,ALL,2018,596.64
SVK,,ALL,1980,283.65
SVK,,ALL,1981,295.02
SVK,,ALL,1982,302.19
SVK,,ALL,1983,309
SVK,,ALL,1984,311.95
SVK,,ALL,1985,319.79
SVK,,ALL,1986,326.05
SVK,,ALL,1987,335.5
SVK,,ALL,1988,343.32
SVK,,ALL,1989,343.79
SVK,,ALL,1990,336.67
SVK,,ALL,1991,349.4
SVK,,ALL,1992,370.03
SVK,,ALL,1993,370.47
SVK,,ALL,1994,370.35
SVK,,ALL,1995,377.6
SVK,,ALL,1996,385.26
SVK,,ALL,1997,390.16
SVK,,ALL,1998,402.46
SVK,,ALL,1999,397.44
SVK,,ALL,2000,408.49
SVK,,ALL,2001,409.63
SVK,,ALL,2002,433.74
SVK,,ALL,2003,447.54
SVK,,ALL,2004,470.56
SVK,,ALL,2005,474.56
SVK,,ALL,2006,487.87
SVK,,ALL,2007,520.51
SVK,,ALL,2008,557.56
SVK,,ALL,2009,580.73
SVK,,ALL,2010,589.45
SVK,,ALL,2011,596.81
SVK,,ALL,2012,603.65
SVN,,ALL,1980,274.98
SVN,,ALL,1981,283.37
SVN,,ALL,1982,272.94
SVN,,ALL,1983,276.33
SVN,,ALL,1984,285.07
SVN,,ALL,1985,281.27
SVN,,ALL,1986,297.87
SVN,,ALL,1987,296.31
SVN,,ALL,1988,299.4
SVN,,ALL,1989,316.09
SVN,,ALL,1990,325.76
SVN,,ALL,1991,335.05
SVN,,ALL,1992,357.44
SVN,,ALL,1993,372.7
SVN,,ALL,1994,377.05
SVN,,ALL,1995,390.39
SVN,,ALL,1996,392.18
SVN,,ALL,1997,433.75
SVN,,ALL,1998,447.8
SVN,,ALL,1999,455.04
SVN,,ALL,2000,460.59
SVN,,ALL,2001,487.59
SVN,,ALL,2002,501.77
SVN,,ALL,2003,523.8
SVN,,ALL,2004,554.58
SVN,,ALL,2005,559.99
SVN,,ALL,2006,572.61
SVN,,ALL,2007,595.72
SVN,,ALL,2008,615.87
SVN,,ALL,2009,619.83
SVN,,ALL,2010,657.8
SVN,,ALL,2011,659.44
SVN,,ALL,2012,667.04
SVN,,ALL,2013,684.18
SVN,,ALL,2014,684.2
SVN,,ALL,2015,716.55
SVN,,ALL,2016,740.8
SVN,,ALL,2017,728.6
SWE,,ALL,1970,352.63
SWE,,ALL,1971,362.21
SWE,,ALL,1972,376.26
SWE,,ALL,1973,385.29
SWE,,ALL,1974,390.14
SWE,,ALL,1975,388.4
SWE,,ALL,1976,396.6
SWE,,ALL,1977,399.52
SWE,,ALL,1978,403.9
SWE,,ALL,1979,416.35
SWE,,ALL,1980,421.3
SWE,,ALL,1981,422.49
SWE,,ALL,1982,433.58
SWE,,ALL,1983,445.48
SWE,,ALL,1984,455.09
SWE,,ALL,1985,458.22
SWE,,ALL,1986,462.26
SWE,,ALL,1987,477.18
SWE,,ALL,1988,474.14
SWE,,ALL,1989,475.25
SWE,,ALL,1990,477.93
SWE,,ALL,1991,478.19
SWE,,ALL,1992,481.09
SWE,,ALL,1993,486.56
SWE,,ALL,1994,491.93
SWE,,ALL,1995,483.18
SWE,,ALL,1996,490.49
SWE,,ALL,1997,490.54
SWE,,ALL,1998,501.39
SWE,,ALL,1999,518.07
SWE,,ALL,2000,521.76
SWE,,ALL,2001,530.13
SWE,,ALL,2002,538.36
SWE,,ALL,2003,555.95
SWE,,ALL,2004,574.7
SWE,,ALL,2005,576.55
SWE,,ALL,2006,579.01
SWE,,ALL,2007,572.49
SWE,,ALL,2008,583.32
SWE,,ALL,2009,612.31
SWE,,ALL,2010,611.81
SWE,,ALL,2011,630.21
SWE,,ALL,2012,619.76
SWE,,ALL,2013,638.51
SWE,,ALL,2014,665.29
SWE,,ALL,2015,663.4
SWE,,ALL,2016,683.73
SWE,,ALL,2017,687.05
SWE,,ALL,2018,697.73
SWE,,ALL,2019,697.96
CHE,,ALL,1980,368.34
CHE,,ALL,1981,371.95
CHE,,ALL,1982,377.04
CHE,,ALL,1983,385.46
CHE,,ALL,1984,387.96
CHE,,ALL,1985,400.49
CHE,,ALL,1986,409.71
CHE,,ALL,1987,407.94
CHE,,ALL,1988,415.14
CHE,,ALL,1989,417.01
CHE,,ALL,1990,407.13
CHE,,ALL,1991,412.07
CHE,,ALL,1992,415
CHE,,ALL,1993,417.35
CHE,,ALL,1994,427.24
CHE,,ALL,1995,421.72
CHE,,ALL,1996,430.03
CHE,,ALL,1997,440.75
CHE,,ALL,1998,451.77
CHE,,ALL,1999,449.71
CHE,,ALL,2000,458.25
CHE,,ALL,2001,467.06
CHE,,ALL,2002,470.6
CHE,,ALL,2003,473.99
CHE,,ALL,2004,478.55
CHE,,ALL,2005,480.59
CHE,,ALL,2006,485.45
CHE,,ALL,2007,500.89
CHE,,ALL,2008,500.09
CHE,,ALL,2009,498.4
CHE,,ALL,2010,498.54
CHE,,ALL,2011,502.96
CHE,,ALL,2012,504.52
CHE,,ALL,2013,499.86
CHE,,ALL,2014,492.84
CHE,,ALL,2015,496.68
CHE,,ALL,2016,519.32
CHE,,ALL,2017,527.54
TJK,,ALL,1990,71.65
TJK,,ALL,1991,69.63
TJK,,ALL,1992,50.63
TJK,,ALL,1993,43.55
TJK,,ALL,1995,26.66
TJK,,ALL,1996,25.54
TJK,,ALL,1997,23.53
TJK,,ALL,1998,24.52
TJK,,ALL,1999,40.2
TJK,,ALL,2000,43.55
TJK,,ALL,2001,34.95
TJK,,ALL,2002,29.73
TJK,,ALL,2003,35.17
TJK,,ALL,2004,31.18
TJK,,ALL,2005,28.45
TJK,,ALL,2006,30.75
TJK,,ALL,2007,30.51
TJK,,ALL,2008,30.39
TJK,,ALL,2009,36.64
TJK,,ALL,2010,38.14
TJK,,ALL,2011,38.86
TJK,,ALL,2012,37.06
TJK,,ALL,2013,38.17
TJK,,ALL,2014,37.31
TJK,,ALL,2015,35.74
TJK,,ALL,2016,35.95
TJK,,ALL,2017,34.68
TJK,,ALL,2018,35.02
TKM,,ALL,1991,89.64
TKM,,ALL,1992,82.56
TKM,,ALL,1993,80.43
TKM,,ALL,1994,70.04
TKM,,ALL,1995,55.54
TKM,,ALL,1996,57.96
TKM,,ALL,1997,56.53
TKM,,ALL,2000,69.63
TKM,,ALL,2001,60.06
TKM,,ALL,2002,59.47
TKM,,ALL,2003,61.93
TKM,,ALL,2004,59.53
TKM,,ALL,2005,59.03
TKM,,ALL,2006,59.26
TKM,,ALL,2007,61.33
TKM,,ALL,2008,64.46
TKM,,ALL,2009,65.93
TKM,,ALL,2010,67.57
TKM,,ALL,2011,70.42
TKM,,ALL,2012,73.33
TKM,,ALL,2013,71.37
TKM,,ALL,2014,72.39
TKM,,ALL,2015,77.68
TKM,,ALL,2016,79.96
TKM,,ALL,2017,81.09
TKM,,ALL,2018,84.89
TKM,,ALL,2019,88.11
TKM,,ALL,2020,89.76
TUR,,ALL,1983,19.54
TUR,,ALL,1984,18.95
TUR,,ALL,1985,27.41
TUR,,ALL,1986,31.48
TUR,,ALL,1987,36.86
TUR,,ALL,1988,31.86
TUR,,ALL,1989,32.65
TUR,,ALL,1990,46.01
TUR,,ALL,1991,49.98
TUR,,ALL,1992,38.54
TUR,,ALL,1993,38.12
TUR,,ALL,1994,34.16
TUR,,ALL,1995,53.33
TUR,,ALL,1996,65.61
TUR,,ALL,1997,54.58
TUR,,ALL,1998,57.76
TUR,,ALL,1999,40.94
TUR,,ALL,2000,52.01
TUR,,ALL,2001,62.97
TUR,,ALL,2002,75.06
TUR,,ALL,2003,73.85
TUR,,ALL,2004,86.35
TUR,,ALL,2005,87.9
TUR,,ALL,2006,117.76
TUR,,ALL,2007,128.64
TUR,,ALL,2008,147.19
TUR,,ALL,2009,157.11
TUR,,ALL,2010,158.49
TUR,,ALL,2011,168.35
TUR,,ALL,2012,193.78
TUR,,ALL,2013,212.91
TUR,,ALL,2014,201.97
TUR,,ALL,2015,213.53
TUR,,ALL,2016,226.06
TUR,,ALL,2017,229.78
UKR,,ALL,1980,238.6
UKR,,ALL,1981,246.08
UKR,,ALL,1982,251.09
UKR,,ALL,1983,257.53
UKR,,ALL,1984,267.27
UKR,,ALL,1985,274.81
UKR,,ALL,1986,282.71
UKR,,ALL,1987,292.09
UKR,,ALL,1988,298.45
UKR,,ALL,1989,297.65
UKR,,ALL,1990,300.92
UKR,,ALL,1991,305.19
UKR,,ALL,1992,312.09
UKR,,ALL,1993,307.83
UKR,,ALL,1994,311.2
UKR,,ALL,1995,309.29
UKR,,ALL,1996,310.75
UKR,,ALL,1997,315.68
UKR,,ALL,1998,317.77
UKR,,ALL,1999,318.47
UKR,,ALL,2000,317.93
UKR,,ALL,2001,317.43
UKR,,ALL,2002,323.69
UKR,,ALL,2003,326.1
UKR,,ALL,2004,329.73
UKR,,ALL,2005,335.64
UKR,,ALL,2006,329.62
UKR,,ALL,2007,332.67
UKR,,ALL,2008,331.93
UKR,,ALL,2009,332.15
UKR,,ALL,2010,341.86
UKR,,ALL,2011,349.33
UKR,,ALL,2012,357.97
UKR,,ALL,2013,361.26
UKR,,ALL,2014,298.83
UKR,,ALL,2015,299.18
UKR,,ALL,2016,301.02
UKR,,ALL,2017,303.54
UKR,,ALL,2018,303.8
UKR,,ALL,2019,305
UKR,,ALL,2020,245.93
GBR,,ALL,1980,385.93
GBR,,ALL,1981,396.22
GBR,,ALL,1982,400.77
GBR,,ALL,1983,404
GBR,,ALL,1984,409.84
GBR,,ALL,1985,408.2
GBR,,ALL,1986,421.76
GBR,,ALL,1987,434.47
GBR,,ALL,1988,478.34
GBR,,ALL,1989,471.73
GBR,,ALL,1990,480.54
GBR,,ALL,1991,485
GBR,,ALL,1992,507.51
GBR,,ALL,1993,506.12
GBR,,ALL,1994,518.24
GBR,,ALL,1995,520.68
GBR,,ALL,1996,524.59
GBR,,ALL,1997,533.34
GBR,,ALL,1998,450.63
GBR,,ALL,1999,457.08
GBR,,ALL,2000,461.59
GBR,,ALL,2001,462.61
GBR,,ALL,2002,460.71
GBR,,ALL,2003,466.8
GBR,,ALL,2004,477.21
GBR,,ALL,2005,482.23
GBR,,ALL,2006,487.04
GBR,,ALL,2007,491.55
GBR,,ALL,2008,506.45
GBR,,ALL,2009,520.15
GBR,,ALL,2010,523.37
GBR,,ALL,2011,529.57
GBR,,ALL,2012,533.72
GBR,,ALL,2013,551.22
GBR,,ALL,2014,556.76
GBR,,ALL,2015,557.49
GBR,,ALL,2016,557.97
GBR,,ALL,2017,511.8
GBR,,ALL,2018,505.07
UZB,,ALL,1990,80.59
UZB,,ALL,1991,77.13
UZB,,ALL,1992,76.04
UZB,,ALL,1993,75.63
UZB,,ALL,1994,70.74
UZB,,ALL,1995,67.5
UZB,,ALL,1996,65.71
UZB,,ALL,1997,67.53
UZB,,ALL,1998,68.72
UZB,,ALL,1999,70.17
UZB,,ALL,2000,70.82
UZB,,ALL,2001,70.36
UZB,,ALL,2002,69.76
UZB,,ALL,2003,69.61
UZB,,ALL,2004,67.71
UZB,,ALL,2005,66.2
UZB,,ALL,2006,69
UZB,,ALL,2007,71.05
UZB,,ALL,2008,68.22
UZB,,ALL,2009,68.44
UZB,,ALL,2010,66.92
UZB,,ALL,2011,65.91
UZB,,ALL,2012,64.54
UZB,,ALL,2013,66.14
UZB,,ALL,2014,68.55
UZB,,ALL,2015,70.84
UZB,,ALL,2016,69.49
UZB,,ALL,2017,70.76
UZB,,ALL,2018,71.64
UZB,,ALL,2019,74.12